"source_taxon_external_id","source_taxon_name","source_taxon_path","source_specimen_life_stage","interaction_type","target_taxon_external_id","target_taxon_name","target_taxon_path","target_specimen_life_stage","latitude","longitude","study_citation","study_source_citation"
"FBC:SLB:SpecCode:75062","Larus argentatus","Aves | Ciconiiformes | Laridae | Larus | Larus argentatus",NA,"preysOn","FBC:FB:SpecCode:38","Ammodytes tobianus","Actinopterygii | Perciformes | Ammodytidae | Ammodytes | Ammodytes tobianus",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:75062","Larus argentatus","Aves | Ciconiiformes | Laridae | Larus | Larus argentatus",NA,"preysOn","EOL:1049440","Tringa erythropus","Animalia | Chordata | Aves | Charadriiformes | Scolopacidae | Tringa | Tringa erythropus",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:75062","Larus argentatus","Aves | Ciconiiformes | Laridae | Larus | Larus argentatus",NA,"preysOn","EOL:593023","Nephtys hombergii","Animalia | Annelida | Polychaeta | Phyllodocida | Nephtyidae | Nephtys | Nephtys hombergii",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:75062","Larus argentatus","Aves | Ciconiiformes | Laridae | Larus | Larus argentatus",NA,"preysOn","EOL:448700","Ensis directus","Animalia | Mollusca | Bivalvia |  | Solenoidea | Pharidae | Ensis | Ensis directus",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:75062","Larus argentatus","Aves | Ciconiiformes | Laridae | Larus | Larus argentatus",NA,"preysOn","EOL:406777","Nereis diversicolor","Annelida | Polychaeta | Errantia | Aciculata | Phyllodocida | Nereididae | Nereis | Nereis diversicolor",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:75062","Larus argentatus","Aves | Ciconiiformes | Laridae | Larus | Larus argentatus",NA,"preysOn","EOL:216882","Merlangius merlangus","Animalia | Chordata | Actinopterygii | Gadiformes | Gadidae | Merlangius | Merlangius merlangus",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:75062","Larus argentatus","Aves | Ciconiiformes | Laridae | Larus | Larus argentatus",NA,"preysOn","EOL:1049118","Recurvirostra avosetta","Animalia | Chordata | Aves | Charadriiformes | Recurvirostridae | Recurvirostra | Recurvirostra avosetta",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:75062","Larus argentatus","Aves | Ciconiiformes | Laridae | Larus | Larus argentatus",NA,"preysOn","EOL:208483","Pleuronectes platessa","Animalia | Chordata | Actinopterygii | Pleuronectiformes | Pleuronectidae | Pleuronectes | Pleuronectes platessa",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:75062","Larus argentatus","Aves | Ciconiiformes | Laridae | Larus | Larus argentatus",NA,"preysOn","EOL:590151","Macoma balthica","Animalia | Mollusca | Bivalvia | Veneroida | Tellinoidea | Tellinidae | Macoma | Macoma balthica",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:75062","Larus argentatus","Aves | Ciconiiformes | Laridae | Larus | Larus argentatus",NA,"preysOn","EOL:223061","Engraulis encrasicolus","Animalia | Chordata | Actinopterygii | Clupeiformes | Engraulidae | Engraulis | Engraulis encrasicolus",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:75062","Larus argentatus","Aves | Ciconiiformes | Laridae | Larus | Larus argentatus",NA,"preysOn","EOL:994641","Pomatoschistus microps","Animalia | Chordata | Actinopterygii | Perciformes | Gobiidae | Pomatoschistus | Pomatoschistus microps",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:75062","Larus argentatus","Aves | Ciconiiformes | Laridae | Larus | Larus argentatus",NA,"preysOn","EOL:395985","Cerastoderma edule","Animalia | Mollusca | Bivalvia | Veneroida | Cardioidea | Cardiidae | Cerastoderma | Cerastoderma edule",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:75062","Larus argentatus","Aves | Ciconiiformes | Laridae | Larus | Larus argentatus",NA,"preysOn","EOL:128502","Carcinus maenas","Animalia | Arthropoda | Malacostraca | Decapoda | Portunoidea | Portunidae | Carcinus | Carcinus maenas",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:75062","Larus argentatus","Aves | Ciconiiformes | Laridae | Larus | Larus argentatus",NA,"preysOn","EOL:1039673","Crangon crangon","Animalia | Arthropoda | Malacostraca | Decapoda | Crangonoidea | Crangonidae | Crangon | Crangon crangon",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:75062","Larus argentatus","Aves | Ciconiiformes | Laridae | Larus | Larus argentatus",NA,"preysOn","EOL:994642","Pomatoschistus minutus","Animalia | Chordata | Actinopterygii | Perciformes | Gobiidae | Pomatoschistus | Pomatoschistus minutus",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:75062","Larus argentatus","Aves | Ciconiiformes | Laridae | Larus | Larus argentatus",NA,"preysOn","EOL:994631","Platichthys flesus","Animalia | Chordata | Actinopterygii | Pleuronectiformes | Pleuronectidae | Platichthys | Platichthys flesus",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:75062","Larus argentatus","Aves | Ciconiiformes | Laridae | Larus | Larus argentatus",NA,"preysOn","FBC:FB:SpecCode:24","Clupea harengus","Actinopterygii | Clupeiformes | Clupeidae | Clupea | Clupea harengus",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:75062","Larus argentatus","Aves | Ciconiiformes | Laridae | Larus | Larus argentatus",NA,"preysOn","FBC:SLB:SpecCode:3442","Littorina littorea","Gastropoda | Neotaenioglossa | Littorinidae | Littorina | Littorina littorea",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:75062","Larus argentatus","Aves | Ciconiiformes | Laridae | Larus | Larus argentatus",NA,"preysOn","FBC:SLB:SpecCode:155057","Calidris alpina","Aves | Ciconiiformes | Scolopacidae | Calidris | Calidris alpina",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:75062","Larus argentatus","Aves | Ciconiiformes | Laridae | Larus | Larus argentatus",NA,"preysOn","FBC:SLB:SpecCode:48661","Asterias rubens","Asteroidea | Forcipulatida | Asteriidae | Asterias | Asterias rubens",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:75062","Larus argentatus","Aves | Ciconiiformes | Laridae | Larus | Larus argentatus",NA,"preysOn","FBC:SLB:SpecCode:47622","Mytilus edulis","Bivalvia | Mytiloida | Mytilidae | Mytilus | Mytilus edulis",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:75062","Larus argentatus","Aves | Ciconiiformes | Laridae | Larus | Larus argentatus",NA,"preysOn","FBC:SLB:SpecCode:47985","Mya arenaria","Bivalvia | Myoida | Myidae | Mya | Mya arenaria",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:75062","Larus argentatus","Aves | Ciconiiformes | Laridae | Larus | Larus argentatus",NA,"preysOn","FBC:FB:SpecCode:38","Ammodytes tobianus","Actinopterygii | Perciformes | Ammodytidae | Ammodytes | Ammodytes tobianus",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:75062","Larus argentatus","Aves | Ciconiiformes | Laridae | Larus | Larus argentatus",NA,"preysOn","EOL:1049440","Tringa erythropus","Animalia | Chordata | Aves | Charadriiformes | Scolopacidae | Tringa | Tringa erythropus",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:75062","Larus argentatus","Aves | Ciconiiformes | Laridae | Larus | Larus argentatus",NA,"preysOn","EOL:593023","Nephtys hombergii","Animalia | Annelida | Polychaeta | Phyllodocida | Nephtyidae | Nephtys | Nephtys hombergii",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:75062","Larus argentatus","Aves | Ciconiiformes | Laridae | Larus | Larus argentatus",NA,"preysOn","EOL:448700","Ensis directus","Animalia | Mollusca | Bivalvia |  | Solenoidea | Pharidae | Ensis | Ensis directus",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:75062","Larus argentatus","Aves | Ciconiiformes | Laridae | Larus | Larus argentatus",NA,"preysOn","EOL:406777","Nereis diversicolor","Annelida | Polychaeta | Errantia | Aciculata | Phyllodocida | Nereididae | Nereis | Nereis diversicolor",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:75062","Larus argentatus","Aves | Ciconiiformes | Laridae | Larus | Larus argentatus",NA,"preysOn","EOL:216882","Merlangius merlangus","Animalia | Chordata | Actinopterygii | Gadiformes | Gadidae | Merlangius | Merlangius merlangus",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:75062","Larus argentatus","Aves | Ciconiiformes | Laridae | Larus | Larus argentatus",NA,"preysOn","EOL:1049118","Recurvirostra avosetta","Animalia | Chordata | Aves | Charadriiformes | Recurvirostridae | Recurvirostra | Recurvirostra avosetta",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:75062","Larus argentatus","Aves | Ciconiiformes | Laridae | Larus | Larus argentatus",NA,"preysOn","EOL:208483","Pleuronectes platessa","Animalia | Chordata | Actinopterygii | Pleuronectiformes | Pleuronectidae | Pleuronectes | Pleuronectes platessa",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:75062","Larus argentatus","Aves | Ciconiiformes | Laridae | Larus | Larus argentatus",NA,"preysOn","EOL:590151","Macoma balthica","Animalia | Mollusca | Bivalvia | Veneroida | Tellinoidea | Tellinidae | Macoma | Macoma balthica",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:75062","Larus argentatus","Aves | Ciconiiformes | Laridae | Larus | Larus argentatus",NA,"preysOn","EOL:223061","Engraulis encrasicolus","Animalia | Chordata | Actinopterygii | Clupeiformes | Engraulidae | Engraulis | Engraulis encrasicolus",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:75062","Larus argentatus","Aves | Ciconiiformes | Laridae | Larus | Larus argentatus",NA,"preysOn","EOL:994641","Pomatoschistus microps","Animalia | Chordata | Actinopterygii | Perciformes | Gobiidae | Pomatoschistus | Pomatoschistus microps",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:75062","Larus argentatus","Aves | Ciconiiformes | Laridae | Larus | Larus argentatus",NA,"preysOn","EOL:395985","Cerastoderma edule","Animalia | Mollusca | Bivalvia | Veneroida | Cardioidea | Cardiidae | Cerastoderma | Cerastoderma edule",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:75062","Larus argentatus","Aves | Ciconiiformes | Laridae | Larus | Larus argentatus",NA,"preysOn","EOL:128502","Carcinus maenas","Animalia | Arthropoda | Malacostraca | Decapoda | Portunoidea | Portunidae | Carcinus | Carcinus maenas",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:75062","Larus argentatus","Aves | Ciconiiformes | Laridae | Larus | Larus argentatus",NA,"preysOn","EOL:1039673","Crangon crangon","Animalia | Arthropoda | Malacostraca | Decapoda | Crangonoidea | Crangonidae | Crangon | Crangon crangon",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:75062","Larus argentatus","Aves | Ciconiiformes | Laridae | Larus | Larus argentatus",NA,"preysOn","EOL:994642","Pomatoschistus minutus","Animalia | Chordata | Actinopterygii | Perciformes | Gobiidae | Pomatoschistus | Pomatoschistus minutus",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:75062","Larus argentatus","Aves | Ciconiiformes | Laridae | Larus | Larus argentatus",NA,"preysOn","EOL:994631","Platichthys flesus","Animalia | Chordata | Actinopterygii | Pleuronectiformes | Pleuronectidae | Platichthys | Platichthys flesus",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:75062","Larus argentatus","Aves | Ciconiiformes | Laridae | Larus | Larus argentatus",NA,"preysOn","FBC:FB:SpecCode:24","Clupea harengus","Actinopterygii | Clupeiformes | Clupeidae | Clupea | Clupea harengus",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:75062","Larus argentatus","Aves | Ciconiiformes | Laridae | Larus | Larus argentatus",NA,"preysOn","FBC:SLB:SpecCode:3442","Littorina littorea","Gastropoda | Neotaenioglossa | Littorinidae | Littorina | Littorina littorea",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:75062","Larus argentatus","Aves | Ciconiiformes | Laridae | Larus | Larus argentatus",NA,"preysOn","FBC:SLB:SpecCode:155057","Calidris alpina","Aves | Ciconiiformes | Scolopacidae | Calidris | Calidris alpina",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:75062","Larus argentatus","Aves | Ciconiiformes | Laridae | Larus | Larus argentatus",NA,"preysOn","FBC:SLB:SpecCode:48661","Asterias rubens","Asteroidea | Forcipulatida | Asteriidae | Asterias | Asterias rubens",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:75062","Larus argentatus","Aves | Ciconiiformes | Laridae | Larus | Larus argentatus",NA,"preysOn","FBC:SLB:SpecCode:47622","Mytilus edulis","Bivalvia | Mytiloida | Mytilidae | Mytilus | Mytilus edulis",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:75062","Larus argentatus","Aves | Ciconiiformes | Laridae | Larus | Larus argentatus",NA,"preysOn","FBC:SLB:SpecCode:47985","Mya arenaria","Bivalvia | Myoida | Myidae | Mya | Mya arenaria",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:155197","Ardea herodias","Aves | Ciconiiformes | Ardeidae | Ardea | Ardea herodias",NA,"preysOn","no:match","Pseudiacris regilla","",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:155197","Ardea herodias","Aves | Ciconiiformes | Ardeidae | Ardea | Ardea herodias",NA,"preysOn","no:match","Letherocerus americanus","",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:155197","Ardea herodias","Aves | Ciconiiformes | Ardeidae | Ardea | Ardea herodias",NA,"preysOn","no:match","Tramea","",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:155197","Ardea herodias","Aves | Ciconiiformes | Ardeidae | Ardea | Ardea herodias",NA,"preysOn","FBC:FB:SpecCode:2580","Urolophus halleri","Elasmobranchii | Myliobatiformes | Urolophidae | Urolophus | Urolophus halleri",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:155197","Ardea herodias","Aves | Ciconiiformes | Ardeidae | Ardea | Ardea herodias",NA,"preysOn","GBIF:2457647","Thamnophis atratus","Animalia | Chordata | Reptilia | Squamata | Colubridae | Thamnophis | Thamnophis atratus",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:155197","Ardea herodias","Aves | Ciconiiformes | Ardeidae | Ardea | Ardea herodias",NA,"preysOn","FBC:SLB:SpecCode:61347","Taricha torosa","Amphibia | Caudata | Salamandridae | Taricha | Taricha torosa",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:155197","Ardea herodias","Aves | Ciconiiformes | Ardeidae | Ardea | Ardea herodias",NA,"preysOn","EOL:1269238","Rana draytonii","Animalia | Chordata | Amphibia | Anura | Ranidae | Rana | Rana draytonii",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:155197","Ardea herodias","Aves | Ciconiiformes | Ardeidae | Ardea | Ardea herodias",NA,"preysOn","GBIF:204","Actinopterygii","Animalia | Chordata | Actinopterygii",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:155197","Ardea herodias","Aves | Ciconiiformes | Ardeidae | Ardea | Ardea herodias",NA,"preysOn","EOL:16232","Coenagrion","Animalia | Arthropoda | Insecta | Odonata | Coenagrionidae | Coenagrion",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:155197","Ardea herodias","Aves | Ciconiiformes | Ardeidae | Ardea | Ardea herodias",NA,"preysOn","EOL:131866","Anax junius","Animalia | Arthropoda | Insecta | Odonata | Aeshnidae | Anax | Anax junius",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:155197","Ardea herodias","Aves | Ciconiiformes | Ardeidae | Ardea | Ardea herodias",NA,"preysOn","GBIF:1034144","Hydrophilus","Animalia | Hydrophilus",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:155197","Ardea herodias","Aves | Ciconiiformes | Ardeidae | Ardea | Ardea herodias",NA,"preysOn","EOL:327990","Spermophilus beecheyi","Animalia | Chordata | Mammalia | Rodentia | Sciuridae | Spermophilus | Spermophilus beecheyi",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:155197","Ardea herodias","Aves | Ciconiiformes | Ardeidae | Ardea | Ardea herodias",NA,"preysOn","GBIF:1034198","Tropisternus","Animalia | Arthropoda | Insecta | Coleoptera | Hydrophilidae | Tropisternus",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:155197","Ardea herodias","Aves | Ciconiiformes | Ardeidae | Ardea | Ardea herodias",NA,"preysOn","GBIF:1423980","Lestes","Animalia | Arthropoda | Insecta | Odonata | Lestidae | Lestes",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:155197","Ardea herodias","Aves | Ciconiiformes | Ardeidae | Ardea | Ardea herodias",NA,"preysOn","GBIF:2422924","Anaxyrus boreas","Animalia | Chordata | Amphibia | Anura | Bufonidae | Anaxyrus | Anaxyrus boreas",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:155197","Ardea herodias","Aves | Ciconiiformes | Ardeidae | Ardea | Ardea herodias",NA,"preysOn","GBIF:5230791","Hirundo rustica","Animalia | Chordata | Aves | Passeriformes | Hirundinidae | Hirundo | Hirundo rustica",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:155197","Ardea herodias","Aves | Ciconiiformes | Ardeidae | Ardea | Ardea herodias",NA,"preysOn","GBIF:2489181","Tachycineta bicolor","Animalia | Chordata | Aves | Passeriformes | Hirundinidae | Tachycineta | Tachycineta bicolor",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:155197","Ardea herodias","Aves | Ciconiiformes | Ardeidae | Ardea | Ardea herodias",NA,"preysOn","GBIF:9437","Geomyidae","Animalia | Chordata | Mammalia | Rodentia | Geomyidae",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:155197","Ardea herodias","Aves | Ciconiiformes | Ardeidae | Ardea | Ardea herodias",NA,"preysOn","GBIF:2427046","Lithobates","Animalia | Chordata | Amphibia | Anura | Ranidae | Lithobates",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:155197","Ardea herodias","Aves | Ciconiiformes | Ardeidae | Ardea | Ardea herodias",NA,"preysOn","GBIF:2007565","Belostoma","Animalia | Arthropoda | Insecta | Hemiptera | Belostomatidae | Belostoma",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:155197","Ardea herodias","Aves | Ciconiiformes | Ardeidae | Ardea | Ardea herodias",NA,"preysOn","GBIF:2427091","Lithobates catesbeianus","Animalia | Chordata | Amphibia | Anura | Ranidae | Lithobates | Lithobates catesbeianus",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:155197","Ardea herodias","Aves | Ciconiiformes | Ardeidae | Ardea | Ardea herodias",NA,"preysOn","GBIF:2439385","Thomomys bottae","Animalia | Chordata | Mammalia | Rodentia | Geomyidae | Thomomys | Thomomys bottae",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:155197","Ardea herodias","Aves | Ciconiiformes | Ardeidae | Ardea | Ardea herodias",NA,"preysOn","GBIF:2484452","Agelaius phoeniceus","Animalia | Chordata | Aves | Passeriformes | Icteridae | Agelaius | Agelaius phoeniceus",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:155197","Ardea herodias","Aves | Ciconiiformes | Ardeidae | Ardea | Ardea herodias",NA,"preysOn","GBIF:2474393","Fulica americana","Animalia | Chordata | Aves | Gruiformes | Rallidae | Fulica | Fulica americana",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:155197","Ardea herodias","Aves | Ciconiiformes | Ardeidae | Ardea | Ardea herodias",NA,"preysOn","no:match","Pseudiacris regilla","",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:155197","Ardea herodias","Aves | Ciconiiformes | Ardeidae | Ardea | Ardea herodias",NA,"preysOn","no:match","Letherocerus americanus","",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:155197","Ardea herodias","Aves | Ciconiiformes | Ardeidae | Ardea | Ardea herodias",NA,"preysOn","no:match","Tramea","",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:155197","Ardea herodias","Aves | Ciconiiformes | Ardeidae | Ardea | Ardea herodias",NA,"preysOn","FBC:FB:SpecCode:2580","Urolophus halleri","Elasmobranchii | Myliobatiformes | Urolophidae | Urolophus | Urolophus halleri",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:155197","Ardea herodias","Aves | Ciconiiformes | Ardeidae | Ardea | Ardea herodias",NA,"preysOn","GBIF:2457647","Thamnophis atratus","Animalia | Chordata | Reptilia | Squamata | Colubridae | Thamnophis | Thamnophis atratus",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:155197","Ardea herodias","Aves | Ciconiiformes | Ardeidae | Ardea | Ardea herodias",NA,"preysOn","FBC:SLB:SpecCode:61347","Taricha torosa","Amphibia | Caudata | Salamandridae | Taricha | Taricha torosa",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:155197","Ardea herodias","Aves | Ciconiiformes | Ardeidae | Ardea | Ardea herodias",NA,"preysOn","EOL:1269238","Rana draytonii","Animalia | Chordata | Amphibia | Anura | Ranidae | Rana | Rana draytonii",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:155197","Ardea herodias","Aves | Ciconiiformes | Ardeidae | Ardea | Ardea herodias",NA,"preysOn","GBIF:204","Actinopterygii","Animalia | Chordata | Actinopterygii",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:155197","Ardea herodias","Aves | Ciconiiformes | Ardeidae | Ardea | Ardea herodias",NA,"preysOn","EOL:16232","Coenagrion","Animalia | Arthropoda | Insecta | Odonata | Coenagrionidae | Coenagrion",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:155197","Ardea herodias","Aves | Ciconiiformes | Ardeidae | Ardea | Ardea herodias",NA,"preysOn","EOL:131866","Anax junius","Animalia | Arthropoda | Insecta | Odonata | Aeshnidae | Anax | Anax junius",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:155197","Ardea herodias","Aves | Ciconiiformes | Ardeidae | Ardea | Ardea herodias",NA,"preysOn","GBIF:1034144","Hydrophilus","Animalia | Hydrophilus",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:155197","Ardea herodias","Aves | Ciconiiformes | Ardeidae | Ardea | Ardea herodias",NA,"preysOn","EOL:327990","Spermophilus beecheyi","Animalia | Chordata | Mammalia | Rodentia | Sciuridae | Spermophilus | Spermophilus beecheyi",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:155197","Ardea herodias","Aves | Ciconiiformes | Ardeidae | Ardea | Ardea herodias",NA,"preysOn","GBIF:1034198","Tropisternus","Animalia | Arthropoda | Insecta | Coleoptera | Hydrophilidae | Tropisternus",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:155197","Ardea herodias","Aves | Ciconiiformes | Ardeidae | Ardea | Ardea herodias",NA,"preysOn","GBIF:1423980","Lestes","Animalia | Arthropoda | Insecta | Odonata | Lestidae | Lestes",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:155197","Ardea herodias","Aves | Ciconiiformes | Ardeidae | Ardea | Ardea herodias",NA,"preysOn","GBIF:2422924","Anaxyrus boreas","Animalia | Chordata | Amphibia | Anura | Bufonidae | Anaxyrus | Anaxyrus boreas",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:155197","Ardea herodias","Aves | Ciconiiformes | Ardeidae | Ardea | Ardea herodias",NA,"preysOn","GBIF:5230791","Hirundo rustica","Animalia | Chordata | Aves | Passeriformes | Hirundinidae | Hirundo | Hirundo rustica",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:155197","Ardea herodias","Aves | Ciconiiformes | Ardeidae | Ardea | Ardea herodias",NA,"preysOn","GBIF:2489181","Tachycineta bicolor","Animalia | Chordata | Aves | Passeriformes | Hirundinidae | Tachycineta | Tachycineta bicolor",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:155197","Ardea herodias","Aves | Ciconiiformes | Ardeidae | Ardea | Ardea herodias",NA,"preysOn","GBIF:9437","Geomyidae","Animalia | Chordata | Mammalia | Rodentia | Geomyidae",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:155197","Ardea herodias","Aves | Ciconiiformes | Ardeidae | Ardea | Ardea herodias",NA,"preysOn","GBIF:2427046","Lithobates","Animalia | Chordata | Amphibia | Anura | Ranidae | Lithobates",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:155197","Ardea herodias","Aves | Ciconiiformes | Ardeidae | Ardea | Ardea herodias",NA,"preysOn","GBIF:2007565","Belostoma","Animalia | Arthropoda | Insecta | Hemiptera | Belostomatidae | Belostoma",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:155197","Ardea herodias","Aves | Ciconiiformes | Ardeidae | Ardea | Ardea herodias",NA,"preysOn","GBIF:2427091","Lithobates catesbeianus","Animalia | Chordata | Amphibia | Anura | Ranidae | Lithobates | Lithobates catesbeianus",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:155197","Ardea herodias","Aves | Ciconiiformes | Ardeidae | Ardea | Ardea herodias",NA,"preysOn","GBIF:2439385","Thomomys bottae","Animalia | Chordata | Mammalia | Rodentia | Geomyidae | Thomomys | Thomomys bottae",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:155197","Ardea herodias","Aves | Ciconiiformes | Ardeidae | Ardea | Ardea herodias",NA,"preysOn","GBIF:2484452","Agelaius phoeniceus","Animalia | Chordata | Aves | Passeriformes | Icteridae | Agelaius | Agelaius phoeniceus",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:155197","Ardea herodias","Aves | Ciconiiformes | Ardeidae | Ardea | Ardea herodias",NA,"preysOn","GBIF:2474393","Fulica americana","Animalia | Chordata | Aves | Gruiformes | Rallidae | Fulica | Fulica americana",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:155197","Ardea herodias","Aves | Ciconiiformes | Ardeidae | Ardea | Ardea herodias",NA,"preysOn","GBIF:5219858","Ondatra zibethicus","Animalia | Chordata | Mammalia | Rodentia | Cricetidae | Ondatra | Ondatra zibethicus",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:155197","Ardea herodias","Aves | Ciconiiformes | Ardeidae | Ardea | Ardea herodias",NA,"preysOn","GBIF:5219858","Ondatra zibethicus","Animalia | Chordata | Mammalia | Rodentia | Cricetidae | Ondatra | Ondatra zibethicus",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:155196","Haliaeetus leucocephalus","Aves | Ciconiiformes | Accipitridae | Haliaeetus | Haliaeetus leucocephalus",NA,"preysOn","GBIF:2481962","Gavia immer","Animalia | Chordata | Aves | Gaviiformes | Gaviidae | Gavia | Gavia immer",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:155196","Haliaeetus leucocephalus","Aves | Ciconiiformes | Accipitridae | Haliaeetus | Haliaeetus leucocephalus",NA,"preysOn","GBIF:204","Actinopterygii","Animalia | Chordata | Actinopterygii",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:155196","Haliaeetus leucocephalus","Aves | Ciconiiformes | Accipitridae | Haliaeetus | Haliaeetus leucocephalus",NA,"preysOn","EOL:1049573","Larus glaucescens","Animalia | Chordata | Aves | Charadriiformes | Laridae | Larus | Larus glaucescens",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:155196","Haliaeetus leucocephalus","Aves | Ciconiiformes | Accipitridae | Haliaeetus | Haliaeetus leucocephalus",NA,"preysOn","GBIF:2481962","Gavia immer","Animalia | Chordata | Aves | Gaviiformes | Gaviidae | Gavia | Gavia immer",NA,NA,NA,NA,NA
"FBC:SLB:SpecCode:155196","Haliaeetus leucocephalus","Aves | Ciconiiformes | Accipitridae | Haliaeetus | Haliaeetus leucocephalus",NA,"preysOn","GBIF:204","Actinopterygii","Animalia | Chordata | Actinopterygii",NA,NA,NA,NA,NA
